img_path,img_w,img_h,has_face,face_count,det_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,kps_x1,kps_y1,kps_x2,kps_y2,kps_x3,kps_y3,kps_x4,kps_y4,kps_x5,kps_y5,interocular_px,blur_var,yaw,pitch,roll,aligned_path,emb_idx
output/20251016_210000/seed_001000.png,1024.0,1024.0,1,1,0.8395199179649353,382.0498046875,152.7704315185547,630.367919921875,538.0740356445312,438.9082946777344,324.85089111328125,565.4772338867188,324.2802429199219,498.9515686035156,403.4437561035156,450.42974853515625,454.3258361816406,554.9580688476562,454.33514404296875,126.57022094726562,130.31182538321303,0.0,0.0,0.0,,0
output/20251016_210000/seed_001001.png,1024.0,1024.0,1,1,0.8451254367828369,394.4267578125,247.831298828125,623.7562255859375,588.7590942382812,452.7848205566406,379.4066162109375,562.7493286132812,375.79168701171875,510.6875,444.92181396484375,450.0853576660156,481.5545959472656,574.4078369140625,477.43011474609375,110.02391052246094,83.8214879026491,0.0,0.0,0.0,,1
output/20251016_210000/seed_001004.png,1024.0,1024.0,1,1,0.868423581123352,383.82550048828125,116.0433120727539,632.9952392578125,485.45458984375,458.24383544921875,250.82485961914062,580.1412353515625,259.08221435546875,522.6317749023438,320.6472473144531,449.56231689453125,366.9625549316406,575.8363647460938,373.9955139160156,122.1767578125,155.70031734116128,0.0,0.0,0.0,,2
output/20251016_210000/seed_001005.png,,,0,0,,,,,,,,,,,,,,,,,,,,,,-1
output/20251016_210000/seed_001006.png,1024.0,1024.0,1,1,0.8536444902420044,342.4282531738281,114.5307846069336,749.6041259765625,720.3544921875,401.99407958984375,381.20361328125,589.79345703125,380.4916076660156,463.2571716308594,501.1905212402344,419.27130126953125,563.8450927734375,595.2246704101562,565.7255859375,187.80072021484375,168.44416247901097,0.0,0.0,0.0,,3
output/20251016_210000/seed_001007.png,1024.0,1024.0,1,1,0.8922755718231201,363.7718200683594,211.2738800048828,717.7767333984375,702.39697265625,441.7093200683594,390.7533264160156,614.7356567382812,397.14630126953125,514.0348510742188,485.23565673828125,433.698486328125,537.37744140625,618.9168701171875,545.7244262695312,173.1444091796875,58.97529746271812,0.0,0.0,0.0,,4
output/20251016_210000/seed_001008.png,1024.0,1024.0,1,1,0.9069237112998962,331.4599609375,210.12020874023438,663.2410888671875,702.6170654296875,393.1000671386719,394.0635681152344,550.0867919921875,380.4654235839844,461.78436279296875,484.03173828125,403.32452392578125,544.8175048828125,572.4300537109375,532.9839477539062,157.57455444335938,74.56724389869487,0.0,0.0,0.0,,5
output/20251016_210000/seed_001009.png,1024.0,1024.0,1,1,0.8781065940856934,240.427734375,173.85775756835938,653.6300659179688,750.45654296875,305.90679931640625,373.0274963378906,483.0682678222656,410.1153259277344,336.5196838378906,494.514892578125,289.47320556640625,546.7179565429688,475.5411682128906,583.4657592773438,181.00192260742188,117.08570180141257,0.0,0.0,0.0,,6
output/20251016_213533/seed_118029677949.png,1024.0,1024.0,1,1,0.9037296175956726,340.2847595214844,222.39816284179688,677.1773681640625,697.3543090820312,433.09661865234375,422.490966796875,593.7041625976562,427.9131774902344,513.927490234375,533.2625732421875,442.91412353515625,590.4395751953125,573.8897705078125,595.2889404296875,160.6990509033203,34.46299865975743,0.0,0.0,0.0,,7
output/20251016_213533/seed_127766963891.png,1024.0,1024.0,1,1,0.7909502983093262,264.4207458496094,254.14791870117188,773.6593017578125,965.490234375,393.1802062988281,504.59686279296875,638.9432373046875,510.04766845703125,511.24932861328125,651.0236206054688,399.74969482421875,764.1370849609375,622.5396728515625,769.771484375,245.82347106933594,144.96127603877392,0.0,0.0,0.0,,8
output/20251016_213533/seed_140322005624.png,1024.0,1024.0,1,1,0.8580889701843262,330.0107421875,235.1013946533203,695.0236206054688,736.9571533203125,425.2743225097656,429.542724609375,600.7662353515625,424.1665954589844,517.3981323242188,528.5062255859375,442.65899658203125,609.7889404296875,594.2040405273438,604.4046020507812,175.57424926757812,53.52998763456344,0.0,0.0,0.0,,9
output/20251016_213533/seed_270864396178.png,,,0,0,,,,,,,,,,,,,,,,,,,,,,-1
output/20251016_213533/seed_514601267523.png,1024.0,1024.0,1,1,0.9051607847213745,396.0115661621094,134.5592803955078,717.5722045898438,601.74853515625,506.1729431152344,323.1127624511719,662.0678100585938,322.1770324707031,599.7017822265625,438.21124267578125,507.251953125,485.13604736328125,644.1449584960938,483.0164489746094,155.89767456054688,88.41820942772637,0.0,0.0,0.0,,10
